ID,Name,,,,,,Energy,Might,Power,Card Type,Rarity,Domain,Tags,Ability,Image URL
ogs-009,"Yi, Honed",,,,,,7,6,1,Unit,Epic,Body,"Master Yi, Ionia",[Ganking] (I can move from battlefield to battlefield.) I enter ready.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e16976cd6d7ee5a874be9351b428671990fbd25-744x1039.png
ogs-010,"Annie, Stubborn",,,,,,4,3,1,Unit,Rare,Chaos,"Annie, Noxus","When you play me, return a spell from your trash to your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44eb968cf0c54e75970588b69eef5c5f5ccc9b24-744x1039.png
ogs-011,Flash,,,,,,2,,,Spell,Common,Chaos,,"[Reaction] (Play any time, even before spells and abilities resolve.) Move up to 2 friendly units to base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d9cc1c13b75933e509e642213f13359350cd3f9-744x1039.png
ogs-012,Blast of Power,,,,,,6,,1,Spell,Common,Order,,[Action] (Play on your turn or in showdowns.) Kill a unit at a battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/026f851a703601fce4142c0791e913377c170b47-744x1039.png
ogs-013,"Garen, Commander",,,,,,6,5,1,Unit,Epic,Order,"Elite, Garen, Demacia",Other friendly units have +1 might here.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cbf2c12d69a86566e4cda07050b2d4495e40187e-744x1039.png
ogs-014,"Lux, Crownguard",,,,,,4,2,,Unit,Epic,Order,"Lux, Demacia",exhaust: [Reaction] — [Add] 2 energy. Use only to play spells. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/17d0793ad495727e67bb1c94ae0e11cd4705870f-744x1039.png
ogs-015,Recruit the Vanguard,,,,,,6,,,Spell,Uncommon,Order,,[Action] (Play on your turn or in showdowns.) Play four 1 might Recruit unit tokens. (They can be played to your base or to battlefields you control.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/81d1c47459606f7b627778cce9b5f0e44d80f7fa-744x1039.png
ogs-016,Vanguard Attendant,,,,,,6,5,1,Unit,Common,Order,"Elite, Demacia",I enter ready.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4ce467c1d51a65ab4fbae918dca38ae90b510844-744x1039.png
ogs-017,Dark Child - Starter,,,,,,,,,Legend,Rare,"Fury, Chaos",Annie,"At the end of your turn, ready 2 runes.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/89963e1d1cffd69c620fb5d6b037f50d5c334463-744x1039.png
ogs-018,Tibbers,,,,,,8,7,2,Unit,Epic,"Fury, Chaos",Annie,"When you play me, deal 3 to all units at battlefields.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/74f8bc78573b33d9979b0e9c121b858d770a490c-744x1039.png
ogs-019,Wuju Bladesman - Starter,,,,,,,,,Legend,Rare,"Calm, Body",Master Yi,"While a friendly unit defends alone, it gets +2 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8231ced23eaf22ca3bf62ec8cb86b83a3e222da6-744x1039.png
ogs-020,Highlander,,,,,,4,,,Spell,Epic,"Calm, Body",Master Yi,"[Reaction] (Play any time, even before spells and abilities resolve.) Choose a friendly unit. The next time it dies this turn, recall it exhausted instead. (Send it to base. This isn't a move.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/18c0818cbbfdf26a1237b4f7703b1f035f47b014-744x1039.png
ogs-021,Lady of Luminosity - Starter,,,,,,,,,Legend,Rare,"Mind, Order",Lux,"When you play a spell that costs 5 energy or more, draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44885d811b70621b188d9813b2b10b5cff1b81e6-744x1039.png
ogs-022,Final Spark,,,,,,8,,,Spell,Epic,"Mind, Order",Lux,[Action] (Play on your turn or in showdowns.) Deal 8 to a unit.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4558a2dc1bb1f1b8a73ec0d82244654e84b12687-744x1039.png
ogs-023,Might of Demacia - Starter,,,,,,,,,Legend,Rare,"Body, Order",Garen,"When you conquer, if you have 4+ units at that battlefield, draw 2.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7185deb46f17770802d06aeddfe3b929afff880-744x1039.png
ogs-024,Decisive Strike,,,,,,5,,1,Spell,Epic,"Body, Order",Garen,[Action] (Play on your turn or in showdowns.) Give friendly units +2 might this turn.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/986782271be078c184a8d1c196e375106459c6c5-744x1039.png
